,,,,,pIC50
CCNCC(=O)Nc1cccc-2c1C(=O)c3c2[nH]nc3c4ccc(cc4)OC,IC50,=,130,nM,6.88605664769316
CCOC(=O)c1ccc(s1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)N,IC50,=,130,nM,6.88605664769316
COc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)NNC(=O)N,IC50,=,130,nM,6.88605664769316
c1cc(ccc1CC(=O)N)Nc2nc3c(c(n2)OCC4CCCCC4)[nH]cn3,IC50,=,130,nM,6.88605664769316
c1cc(ccc1C[C@@H](CNc2nnc(s2)c3ccc4c(c3)c(n[nH]4)C5CC5)N)C(F)(F)F,IC50,=,135,nM,6.86966623150499
c1cc(ccc1C[C@@H](CNc2ncc(s2)c3ccc4cncnc4c3)N)C(F)(F)F,IC50,=,136,nM,6.86646109162978
CC1(Cc2cnc(nc2-c3c1c(nn3C)C(=O)NC)Nc4ccc(cc4)N5CCOCC5)C,IC50,=,137,nM,6.86327943284359
c1cc(ccc1C[C@@H](CNc2ncc(s2)c3ccc4c(c3)oc(=O)[nH]4)N)C(F)(F)F,IC50,=,138,nM,6.86012091359876
c1cc-2c(c(c1)NC(=O)N)C(=O)c3c2[nH]nc3C4CCCCC4,IC50,=,140,nM,6.85387196432176
c1cc-2c(c(c1)NC(=O)N)C(=O)c3c2[nH]nc3C4CC4,IC50,=,140,nM,6.85387196432176
Cn1c2ccccc2c3c1c4c(c5ccc(cc5[nH]4)F)c6c3C(=O)NC6=O,IC50,=,140,nM,6.85387196432176
CC(C)C(=O)Nc1ncc(s1)S(=O)Cc2ncc(o2)C(C)(C)C,IC50,=,140,nM,6.85387196432176
c1cc(c(c(c1)F)C(=O)Nc2c[nH]nc2C(=O)NC3CCNCC3)F,IC50,=,140,nM,6.85387196432176
c1ccc(cc1)C(=O)Nc2c[nH]nc2C(=O)Nc3ccc(cc3)F,IC50,=,140,nM,6.85387196432176
CC1CC(CNC1)C(=O)Nc2ncc(s2)SCc3ncc(o3)C(C)(C)C,IC50,=,140,nM,6.85387196432176
c1ccc(cc1)C(=O)Nc2c[nH]nc2c3[nH]c4ccc(cc4n3)CN5CCOCC5,IC50,=,140,nM,6.85387196432176
Cc1ccc(cc1)n2c-3c(c(n2)C(=O)N)CCc4c3c[nH]n4,IC50,=,140,nM,6.85387196432176
COc1ccc(cc1)n2c-3c(c(n2)C(=O)N)CCc4c3c[nH]n4,IC50,=,140,nM,6.85387196432176
CCc1c2c(nc(nc2O)C)n(n1)c3c(cc(cc3Cl)Cl)Cl,IC50,=,140,nM,6.85387196432176
c1cc(c(c(c1)F)C(=O)n2c(nc(n2)Nc3ccc(cc3)S(=O)(=O)NC(=O)[C@@H](CO)N)N)F,IC50,=,140,nM,6.85387196432176
Cc1ccc(c(c1)N(CC#N)c2cc(ncn2)Nc3ccc(cc3)OC[C@H](CN(C)C)O)Cl,IC50,=,140,nM,6.85387196432176
c1ccc2c(c1)cc(s2)c3cc(cc4c3[nH]nc4)c5cn(c6c5nc(nc6)N)CCN,IC50,=,140,nM,6.85387196432176
COc1c(cc2c3c1c4cc(ccc4cc3NC2=O)O)O,IC50,=,140,nM,6.85387196432176
c1ccc2c(c1)c3c4c(c5c6ccc(cc6[nH]c5c3[nH]2)F)C(=O)NC4=O,IC50,=,141,nM,6.85078088734462
c1cc2c3c(c1)c4c5c(c6c7ccc(cc7[nH]c6c4n3CC(C2)CO)F)C(=O)NC5=O,IC50,=,141,nM,6.85078088734462
CC(C)c1c(ccc2c1nc(nc2)Nc3ccc(c(c3)F)N4CCNCC4)OC,IC50,=,141,nM,6.85078088734462
Cn1c-2c(c(n1)C(=O)N)CCc3c2nc(nc3)Nc4ccccc4SC,IC50,=,142,nM,6.84771165561694
Cn1cc(c2c1c(ccc2)CO)C3=C(C(=O)NC3=O)c4coc5c4cccc5,IC50,=,149,nM,6.82681373158773
CC(C)(C)c1cnc(o1)CSc2cnc(s2)NC(=O)OCc3ccccc3,IC50,=,150,nM,6.82390874094432
CN1CCN(CC1)S(=O)(=O)c2ccc(cc2)n3c4c(ccc5c4cn[nH]5)c(n3)C(=O)N,IC50,=,150,nM,6.82390874094432
c1ccc(cc1)n2c-3c(c(n2)C(=O)N)CCc4c3c[nH]n4,IC50,=,150,nM,6.82390874094432
CCc1c2c(nc(nc2O)Cc3cccc(c3)CC(=O)OCC)n(n1)c4c(cc(cc4Cl)Cl)Cl,IC50,=,150,nM,6.82390874094432
CC1CCC(=O)N1c2ccc(cc2)C(C)C(=O)Nc3cc([nH]n3)C4CC4,IC50,=,150,nM,6.82390874094432
Cc1c(n2ccccc2n1)c3ccnc(n3)Nc4cccc(c4)Cl,IC50,=,150,nM,6.82390874094432
c1ccc(cc1)CC(=O)Nc2ncc(s2)C3CCCC3,IC50,=,155,nM,6.80966830182971
CC(C)(C)c1cnc(o1)CSc2cnc(s2)NC3CCCC(C3)N,IC50,=,158,nM,6.80134291304558
Cc1ccc(cc1)c2c3c([nH]n2)-c4cccc(c4C3=O)NC(=O)C,IC50,=,160,nM,6.79588001734408
CNCCCn1c2ccccc2c3c1c4c(c5ccccc5[nH]4)c6c3C(=O)NC6=O,IC50,=,160,nM,6.79588001734408
c1cc(c(c(c1)F)NC(=O)Nc2c[nH]nc2c3[nH]c4ccc(cc4n3)CN5CCOCC5)F,IC50,=,160,nM,6.79588001734408
c1cc(cnc1)NC(=O)Nc2c[nH]nc2c3[nH]c4ccc(cc4n3)CN5CCOCC5,IC50,=,160,nM,6.79588001734408
Cc1cccc(c1)n2c-3c(c(n2)C(=O)N)CCc4c3c[nH]n4,IC50,=,160,nM,6.79588001734408
c1cc(ccc1n2c-3c(c(n2)C(=O)N)CCc4c3c[nH]n4)Cl,IC50,=,160,nM,6.79588001734408
Cn1c(ccn1)CNC(=O)c2ccc3cc([nH]c3c2)c4c(c[nH]n4)c5ccccc5,IC50,=,160,nM,6.79588001734408
c1cc(c(c(c1)F)/C(=C\C#N)/c2ccc3nc(c(n3c2)C(=O)c4c(cccc4F)F)N)F,IC50,=,160,nM,6.79588001734408
CC1(Cc2cnc(nc2-c3c1c(nn3C)C(=O)NC)Nc4cccc(c4)CN5CCOCC5)C,IC50,=,160,nM,6.79588001734408
c1cc(ccc1C(=O)Nc2cc([nH]n2)C3CC3)C(=O)O,IC50,=,165,nM,6.78251605578609
c1cc(ccc1Nc2ncc3ccc(=O)n(c3n2)C4CC5CCC4C5)N6CCC(CC6)CCCO,IC50,=,165,nM,6.78251605578609
c1cc(cc(c1)N)c2cc([nH]n2)Nc3ccc(cc3)S(=O)(=O)N,IC50,=,166,nM,6.77989191195995
c1cc2cc(ccc2nc1)NC(=O)Nc3ncc(s3)C4CCC4,IC50,=,167,nM,6.77728352885242
c1cc2cnccc2cc1NC(=O)Nc3ncc(s3)C4CCC4,IC50,=,167,nM,6.77728352885242
CC(C)(C)c1cnc(o1)CSc2cnc(s2)NCC3CCCCC3,IC50,=,168,nM,6.77469071827414
CC(c1ccccc1)C(=O)Nc2cc([nH]n2)C3CC3,IC50,=,169,nM,6.77211329538633
CC(c1ccc(cc1)N2CCCC2=O)C(=O)Nc3cc([nH]n3)C4CC4,IC50,=,169,nM,6.77211329538633
CCn1c2ccncc2nc1c3c(non3)N,IC50,=,169,nM,6.77211329538633
CCOC(=O)CSc1cnc(s1)NC(=O)C,IC50,=,170,nM,6.76955107862173
C[C@H](c1ccc(cc1)N2Cc3ccccc3C2=O)C(=O)Nc4cc([nH]n4)C5CC5,IC50,=,170,nM,6.76955107862173
c1ccc(cc1)CC(=O)Nc2c3cc(ccc3[nH]n2)N4CCCC4=O,IC50,=,170,nM,6.76955107862173
COc1ccc(cc1)CNC(=O)Nc2cccc-3c2C(=O)c4c3[nH]nc4c5ccc(cc5)OC,IC50,=,180,nM,6.74472749489669
CC(=O)Nc1cccc-2c1C(=O)c3c2[nH]nc3c4cccs4,IC50,=,180,nM,6.74472749489669
CC(C)CCOc1c(c[nH]c-2nncc12)C(=O)c3ccccc3,IC50,=,180,nM,6.74472749489669
CCCOc1c(c[nH]c-2nncc12)C(=O)c3ccccc3,IC50,=,180,nM,6.74472749489669
CCCCOc1c(c[nH]c-2nncc12)C(=O)c3ccco3,IC50,=,180,nM,6.74472749489669
c1ccc2c(c1)c3c4c(c5c6ccccc6n(c5c3[nH]2)CCCO)C(=O)NC4=O,IC50,=,180,nM,6.74472749489669
c1cc(ccc1Nc2ncc3ccc(c(c3n2)C4CCCC4)O)N5CCOCC5,IC50,=,180,nM,6.74472749489669
Cn1c2c(ccc3c2cn[nH]3)c(n1)C(=O)N,IC50,=,180,nM,6.74472749489669
c1cc2c(c(c1)NC(=O)Nc3cc(n[nH]3)CN[C@H]4Cc5ccc(cc5C4)Cl)[C@H]6CCCN6C2=O,IC50,=,180,nM,6.74472749489669
c1cc(ccc1c2ccc(o2)/C=C\3/C(=O)NC(=N)S3)S(=O)(=O)N,IC50,=,180,nM,6.74472749489669
Cc1ccc(cc1C(=O)N(C)CCNC)Sc2cnc(s2)Nc3cccc(n3)Br,IC50,=,180,nM,6.74472749489669
c1cc(ccc1OCc2nnc3n2nc(s3)Cc4c(nc(s4)N)O)Cl,IC50,=,180,nM,6.74472749489669
c1cc(c(c(c1)F)C(=O)c2ccc(nc2N)Nc3ccc(cc3)S(=O)(=O)N)F,IC50,=,180,nM,6.74472749489669
COc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)CN5CCCCC5,IC50,=,185,nM,6.73282827159699
CC(C)c1c(ccc2c1nc(nc2)Nc3ccc(cc3)N4CCNCC4)OC,IC50,=,185,nM,6.73282827159699
c1cc(ccc1C[C@@H](CNc2ncc(s2)c3ccc4c(c3)CC(=O)N4)N)C(F)(F)F,IC50,=,185,nM,6.73282827159699
c1cc(ccc1C#N)n2c-3c(c(n2)C(=O)N)CCc4c3c[nH]n4,IC50,=,190,nM,6.72124639904717
c1cc2c(cc1Br)/C(=C/c3c4c(c[nH]3)C(=O)OCC4)/C(=O)N2,IC50,=,190,nM,6.72124639904717
Cc1cc2c(=O)c(c(oc2c(c1)N3CCCS3(=O)=O)c4ccc(c(c4)Cl)O)O,IC50,=,190,nM,6.72124639904717
CC(C)c1c(ccc2c1nc(nc2)Nc3ccc(cc3)N4CCN(CC4)C(=O)CN)OC,IC50,=,191,nM,6.71896663275227
Cc1c2cc(ccc2[nH]n1)c3nnc(s3)NC[C@H](Cc4ccccc4C(F)(F)F)N,IC50,=,198,nM,6.70333480973847
CCCCOc1c(c[nH]c-2nncc12)C(=O)c3cccs3,IC50,=,200,nM,6.69897000433602
CCc1coc(n1)CSc2cnc(s2)NC(=O)C,IC50,=,200,nM,6.69897000433602
CC(C)c1cc(n[nH]1)NC(=O)c2ccc(cc2)Br,IC50,=,200,nM,6.69897000433602
C[C@H]1C[C@@H](CNC1)C(=O)Nc2ncc(s2)SCc3ncc(o3)C(C)(C)C,IC50,=,200,nM,6.69897000433602
c1ccc2c(c1)c3c4c(c5c6cccc7c6n(c5c3[nH]2)CCCCNC7)C(=O)NC4=O,IC50,=,200,nM,6.69897000433602
CCCCNS(=O)(=O)n1c2c(ccc3c2cn[nH]3)c(n1)C(=O)NOCC=C,IC50,=,200,nM,6.69897000433602
CC(c1ccc(cc1)N2C(CCC2=O)c3ccccc3)C(=O)Nc4cc([nH]n4)C5CC5,IC50,=,200,nM,6.69897000433602
CC(c1ccc(cc1)N2CCCC2)C(=O)Nc3cc([nH]n3)C4CC4,IC50,=,200,nM,6.69897000433602
C[C@H](CNc1nc(c2c(n1)n(cn2)C(C)C)NCc3ccccc3)O,IC50,=,200,nM,6.69897000433602
CN(C)CC(COc1ccc(cc1)Nc2ncc(c(n2)N(CCCC(F)(F)F)c3ccccc3)Br)O,IC50,=,200,nM,6.69897000433602
CNC(=O)c1ccc(cc1)Nc2nc3c(c(n2)OCC4CCCCC4)[nH]cn3,IC50,=,200,nM,6.69897000433602
CN(C)C(=O)c1ccc(cc1)Nc2nc3c(c(n2)OCC4CCCCC4)[nH]cn3,IC50,=,200,nM,6.69897000433602
CCN(CC)c1ccc2c(c1)c(n[nH]2)NC(=O)Cc3ccccc3,IC50,=,200,nM,6.69897000433602
COc1ccc2cnc(nc2c1C3CCCC3)Nc4ccccc4,IC50,=,202,nM,6.69464863055338
COc1ccc2cnc(nc2c1C3CCCC3)Nc4ccc(cc4)N5CCC(C5)N,IC50,=,203,nM,6.69250396208679
c1cc([nH]c1)c2ccc3c(ccc4c3c2C(=O)N4)F,IC50,=,204,nM,6.6903698325741
Cn1c-2c(c(n1)C(=O)N)CCc3c2nc(nc3)Nc4ccccc4N(=O)=O,IC50,=,209,nM,6.67985371388895
CCCCOc1c(c[nH]c-2nncc12)C(=O)c3ccc(cc3)C,IC50,=,210,nM,6.67778070526608
CCCCOc1c(c[nH]c-2nncc12)C(=O)c3nccs3,IC50,=,210,nM,6.67778070526608
Cn1ccc2c1c3c(cc2)c4c(c5cccc(c5[nH]4)CCO)c6c3C(=O)NC6=O,IC50,=,210,nM,6.67778070526608
c1cc2c3c(c1)c4c5c(c6c7ccc(cc7[nH]c6c4n3CCNC2)C(F)(F)F)C(=O)NC5=O,IC50,=,210,nM,6.67778070526608
CCCCNS(=O)(=O)n1c-2c(c(n1)C(=O)N)CCc3c2c[nH]n3,IC50,=,210,nM,6.67778070526608
COc1ccc(cc1)n2c3c(ccc4c3cn[nH]4)c(n2)C(=O)O,IC50,=,210,nM,6.67778070526608
COc1ccc(cc1)n2c3c(ccc4c3cn[nH]4)c(n2)C(=O)NN,IC50,=,210,nM,6.67778070526608
CCCCNS(=O)(=O)c1ccc(cc1)n2c-3c(c(n2)C(=O)N)CCc4c3c[nH]n4,IC50,=,210,nM,6.67778070526608
c1cc(cc(c1)S(=O)(=O)N)Nc2nc3c(c(n2)OCC4CCCCC4)[nH]cn3,IC50,=,210,nM,6.67778070526608
c1ccc(cc1)C(=S)c2c(nc3n2cc(cc3)C(=O)c4c(cccc4F)F)N,IC50,=,214,nM,6.66958622665081
c1ccc2c(c1)c3c4c(c5c6cccc7c6n(c5c3[nH]2)CC(C7)CO)C(=O)NC4=O,IC50,=,217,nM,6.66354026615147
c1ccc2c(c1)c3c4c(c5c6cccc7c6n(c5c3[nH]2)C(CC7)CO)C(=O)NC4=O,IC50,=,219,nM,6.65955588515988
c1ccc2c(c1)c3c4c(c5c6c(cccc6Br)[nH]c5c3[nH]2)C(=O)NC4=O,IC50,=,220,nM,6.65757731917779
CC[C@H](CO)Nc1nc(c2ncc(n2n1)C(C)C)NCc3ccccc3,IC50,=,220,nM,6.65757731917779
COc1ccc(cc1)Nc2nc(c(c(n2)OCC3CCCCC3)N=O)N,IC50,=,220,nM,6.65757731917779
CN1CCC([C@H](C1)O)c2c(cc(c3c2oc(cc3=O)c4ccccc4Cl)O)O,IC50,=,220,nM,6.65757731917779
CC1(Cc2cnc(nc2-c3c1c(nn3C)C(=O)NC)Nc4cccc(c4)N(C)C)C,IC50,=,220,nM,6.65757731917779
CCCC(=O)Nc1cc([nH]n1)C2CC2,IC50,=,224,nM,6.64975198166584
Cn1ccc2c1c3c(cc2)c4c(c5ccc(cc5[nH]4)C(F)(F)F)c6c3C(=O)NC6=O,IC50,=,225,nM,6.64781748188864
CC(C)(C)c1cnc(o1)CSc2cnc(s2)NCC3CCNCC3,IC50,=,229,nM,6.64016451766011
Cc1c2cnc(nn2c(n1)c3ccccc3)Nc4cc(c(c(c4)OC)OC)OC,IC50,=,230,nM,6.63827216398241
c1ccc(c(c1)NC(=O)Nc2c[nH]nc2c3[nH]c4ccc(cc4n3)CN5CCOCC5)F,IC50,=,230,nM,6.63827216398241
Cc1c2cnc(nc2n(c(=O)c1C(=O)C)C3CCCC3)Nc4ccc(cc4)N5CCNCC5,IC50,=,230,nM,6.63827216398241
CCc1c2c(nc(nc2O)Cc3ccccn3)n(n1)c4c(cc(cc4Cl)Cl)Cl,IC50,=,230,nM,6.63827216398241
Cc1ccc(cc1C(=O)N2CCN(CC2)C(=O)[C@@H](C)N)Sc3cnc(s3)Nc4cccc(n4)Br,IC50,=,230,nM,6.63827216398241
CC(C)Oc1ccc2c(cnn2n1)c3ccnc(n3)Nc4ccc(cc4)N5CCN(CC5)C,IC50,=,230,nM,6.63827216398241
Cn1cc(c2c1ccc(c2)F)C3=C(C(=O)NC3=O)c4coc5c4ccc(c5)CO,IC50,=,237,nM,6.6252516539899
CCn1c(=O)ccc2c1nc(nc2)Nc3cccc(c3)OC(C(F)F)(F)F,IC50,=,238,nM,6.62342304294349
CCc1c2c([nH]n1)-c3cccc(c3C2=O)NC(=O)CN4CCC(CC4)CN,IC50,=,240,nM,6.61978875828839
CC(=O)Nc1cccc-2c1C(=O)c3c2[nH]nc3c4ccccc4,IC50,=,240,nM,6.61978875828839
CCCCCOc1c(c[nH]c-2nncc12)C(=O)c3ccccc3,IC50,=,240,nM,6.61978875828839
CC(c1ccc(cc1)N2CCCCC2=O)C(=O)Nc3cc([nH]n3)C4CC4,IC50,=,240,nM,6.61978875828839
c1cnccc1c2cc3c([nH]2)CCNC3=O,IC50,=,240,nM,6.61978875828839
c1cc(ccc1Nc2ncc3ccc(=O)n(c3n2)C4CCCC4)N5CCCCC5,IC50,=,246,nM,6.60906489289662
COCCOCC(=O)NS(=O)(=O)c1ccc(cc1)Nc2nc(n(n2)C(=O)c3c(cccc3F)F)N,IC50,=,247,nM,6.60730304674033
CN1CCN(CC1)c2cccc3c2nc([nH]3)c4c5ccc(cc5[nH]n4)c6ccc(c(c6)OC)N,IC50,=,247,nM,6.60730304674033
CC1(Cc2cnc(nc2-c3c1c(nn3C)C(=O)NC)Nc4cccc(c4)N5CCOCC5)C,IC50,=,248,nM,6.60554831917378
CC(C)C(=O)Nc1ncc(s1)S(=O)(=O)Cc2ncc(o2)C(C)(C)C,IC50,=,250,nM,6.60205999132796
CC(C)c1c(ccc2c1nc(nc2)Nc3ccccc3)O,IC50,=,250,nM,6.60205999132796
c1cc(ccc1C2=NCC=N2)n3c-4c(c(n3)C(=O)N)CCc5c4c[nH]n5,IC50,=,250,nM,6.60205999132796
CCc1c2c(nc(nc2O)CCCCO)n(n1)c3c(cc(cc3Cl)Cl)Cl,IC50,=,250,nM,6.60205999132796
c1cc(c(c(c1)Cl)C(=O)c2ccc3nc(cn3c2)Nc4ccc(cc4)S(=O)(=O)NC(=N)N)Cl,IC50,=,250,nM,6.60205999132796
CS(=O)(=O)c1ccc(cc1)Nc2cc(nc3n2ncn3)NC4CCC(CC4)N,IC50,=,250,nM,6.60205999132796
COc1ccc2c(c1)/C(=C/c3c4c(c[nH]3)C(=O)NCC4)/C(=O)N2,IC50,=,250,nM,6.60205999132796
Cc1cc2c(=O)c(c(oc2c(c1)N3CCCS3(=O)=O)c4ccc(cc4)O)O,IC50,=,250,nM,6.60205999132796
Cc1nnc2n1nc(s2)Cc3c(nc(s3)N)O,IC50,=,250,nM,6.60205999132796
C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]1CCCC[C@H]1c2cccc(c2)Cl)NC(=O)c3ccc(cc3)CC4CCNCC4,IC50,=,251,nM,6.60032627851896
CCOC(=O)c1c2c(n(n1)C)-c3c(cnc(n3)Nc4ccccc4)CC2,IC50,=,251,nM,6.60032627851896
CC(C)c1c(ccc2c1nc(nc2)Nc3ccccc3)OC,IC50,=,253,nM,6.59687947882418
Cc1ccsc1c2c3c([nH]n2)-c4cccc(c4C3=O)NC(=O)C,IC50,=,260,nM,6.58502665202918
C[C@@]12[C@](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)(C(=O)OC)O,IC50,=,260,nM,6.58502665202918
c1ccnc(c1)n2c-3c(c(n2)C(=O)N)CCc4c3c[nH]n4,IC50,=,260,nM,6.58502665202918
CCc1c2c(nc(nc2O)Cc3cccc(c3)NS(=O)(=O)C)n(n1)c4c(cc(cc4Cl)Cl)Cl,IC50,=,260,nM,6.58502665202918
c1ccc(cc1)S(=O)(=O)c2ccc(cc2)Nc3cc(nc4n3ncn4)NC5CCC(CC5)N,IC50,=,260,nM,6.58502665202918
Cn1ccc2c1c3c(cc2)c4c(c5cccc(c5[nH]4)CCNCCO)c6c3C(=O)NC6=O,IC50,=,265,nM,6.57675412606319
CC(C)c1cnc(s1)NC(=O)Nc2ccccc2,IC50,=,265,nM,6.57675412606319
CC(=O)N1CCN(CC1)c2ccc(cc2)Nc3ncc4ccc(c(c4n3)C5CCCC5)OC,IC50,=,265,nM,6.57675412606319
CN1CCN(CC1)CCC(=O)NS(=O)(=O)c2ccc(cc2)Nc3nc(n(n3)C(=O)c4c(cccc4F)F)N,IC50,=,266,nM,6.57511836336893
Cc1cc2ccn(c2c3c1c4c(c5ccccc5n4C)c6c3C(=O)NC6=O)C,IC50,=,267,nM,6.57348873863543
CC(=O)Nc1cccc-2c1C(=O)c3c2n[nH]c3c4ccc(cc4)OC,IC50,=,270,nM,6.56863623584101
c1cc(ccc1n2c-3c(c(n2)C(=O)N)CCc4c3c[nH]n4)F,IC50,=,270,nM,6.56863623584101
c1cc(ccc1Nc2cc(nc3n2ncn3)NC4CCC(CC4)N)S(=O)(=O)N,IC50,=,270,nM,6.56863623584101
Cc1cnc(nc1c2cnc(s2)Nc3ccccn3)OC4CCCCC4,IC50,=,270,nM,6.56863623584101
Cc1cccc2c1/C(=C/c3c4c(c[nH]3)C(=O)OCC4)/C(=O)N2,IC50,=,270,nM,6.56863623584101
c1ccc2c(c1)ccc3c2c4c(c5c3[nH]c6c5cccc6)C(=O)NC4=O,IC50,=,275,nM,6.56066730616974
Cn1c2cc(ccc2[nH]c1=O)c3cnc(s3)NC[C@H](Cc4ccc(cc4)C(F)(F)F)N,IC50,=,276,nM,6.55909091793478
c1ccc2c(c1)c3c4c(c5c6ccc(cc6[nH]c5c3[nH]2)Cl)C(=O)NC4=O,IC50,=,278,nM,6.55595520408192
CCc1ccc(cc1)c2c3c(n[nH]2)-c4cccc(c4C3=O)NC(=O)C,IC50,=,280,nM,6.55284196865778
c1ccc(cc1)COc2c(c[nH]c-3nncc23)C(=O)c4ccccc4,IC50,=,280,nM,6.55284196865778
Cc1cccc(c1NS(=O)(=O)c2ccc(cc2)/N=C/c3c4c(ccc5c4scn5)[nH]c3O)C,IC50,=,281,nM,6.55129368009492
COc1ccc2c(c1)[nH]c3c2c4c(c5c3n6c7c5cccc7CC(C6)CO)C(=O)NC4=O,IC50,=,284,nM,6.54668165995296
c1cc(ccc1C[C@@H](CNc2ncc(s2)c3ccc4c(c3)sc(=O)[nH]4)N)C(F)(F)F,IC50,=,285,nM,6.54515513999149
CCc1c2c([nH]n1)-c3cccc(c3C2=O)NC(=O)N,IC50,=,290,nM,6.53760200210104
c1ccc(cc1)NC(=O)Nc2ncc(s2)C3CCC3,IC50,=,290,nM,6.53760200210104
c1ccc(cc1)C(=O)Nc2cc([nH]n2)C3CC3,IC50,=,290,nM,6.53760200210104
Cn1c-2c(c(n1)C(=O)N)CCc3c2c[nH]n3,IC50,=,290,nM,6.53760200210104
CCN(CC)CCNc1cc(c2c3c1c(ccc3NC2=O)F)c4ccc[nH]4,IC50,=,294,nM,6.53165266958784
Cc1ncc(n1C)c2ccnc(n2)Nc3ccc(cc3)S(=O)(=O)CCCN(C)C,IC50,=,295,nM,6.53017798402184
CC(C)c1c(ccc2c1nc(nc2)Nc3ccc(cc3)N4CCC(C4)N)OC,IC50,=,296,nM,6.52870828894106
c1cc2c(cc1F)/C(=C/c3c4c(c[nH]3)C(=O)NCC4)/C(=O)N2,IC50,=,300,nM,6.52287874528034
CN(C)CC(COc1ccc(cc1)Nc2ncc(c(n2)Nc3ccccc3)Br)O,IC50,=,300,nM,6.52287874528034
c1cc(ccc1CC#N)Nc2nc3c(c(n2)OCC4CCCCC4)[nH]cn3,IC50,=,300,nM,6.52287874528034
CC(=O)c1ccc(cc1)Nc2nc3c(c(n2)OCC4CCCCC4)[nH]cn3,IC50,=,300,nM,6.52287874528034
Cn1c-2c(c(n1)C(=O)N)CCc3c2nc(nc3)Nc4ccccc4C(F)(F)F,IC50,=,306,nM,6.51427857351842
CN1CCC(CC1)c2c(cc(c3c2O/C(=C\c4ccc(cc4)N(=O)=O)/C3=O)O)O,IC50,=,310,nM,6.50863830616573
COc1ccc(cc1)n2c3c(ccc4c3cn[nH]4)c(n2)C(=N)NO,IC50,=,310,nM,6.50863830616573
CCc1c2c(nc(nc2O)C=C)n(n1)c3c(cc(cc3Cl)Cl)Cl,IC50,=,310,nM,6.50863830616573
CSCc1nc2c(c(n1)O)c(nn2c3c(cc(cc3Cl)Cl)Cl)SC,IC50,=,310,nM,6.50863830616573
CN(C)c1ccc2c(c1)c(c([nH]2)O)/C=N/c3ccc(cc3)S(=O)(=O)N,IC50,=,310,nM,6.50863830616573
CN(C)c1ccc2c(c1)/C(=C/Nc3ccc(cc3)S(=O)(=O)N)/C(=O)N2,IC50,=,310,nM,6.50863830616573
CC(C)c1cnc(s1)NC(=O)C(C)C,IC50,=,318,nM,6.49757288001557
Cc1cc(ccn1)CNC(=O)c2c3c(n(n2)C)-c4c(cnc(n4)Nc5ccc(cc5)N6CCN(CC6)C)CC3,IC50,=,319,nM,6.49620931694282
CC(=O)Nc1cccc-2c1C(=O)c3c2n[nH]c3c4ccc(cc4)N(C)C,IC50,=,320,nM,6.49485002168009
Cc1ccc2c(c1)[nH]c3c2c4c(c5c3ccc6c5n(cc6)C)C(=O)NC4=O,IC50,=,320,nM,6.49485002168009
c1cc2c(cc1c3nnc(s3)NC[C@H](Cc4ccc(cc4Cl)Cl)N)cn[nH]2,IC50,=,323,nM,6.4907974776689
CCOc1ccc2c(c1)[nH]c3c2c4c(c5c3ccc6c5n(cc6)C)C(=O)NC4=O,IC50,=,324,nM,6.48945498979339
c1ccc(cc1)C(=O)c2c(nc3n2cc(cc3)C(=O)c4c(cccc4F)F)N,IC50,=,324,nM,6.48945498979339
Cn1ccc2c1c3c(cc2)c4c(c5ccc(cc5[nH]4)OCc6ccccc6)c7c3C(=O)NC7=O,IC50,=,328,nM,6.48412615628832
c1cc(ccc1c2nn3c(nnc3s2)COc4ccc(cc4)Cl)N,IC50,=,330,nM,6.48148606012211
Cn1cc(c2c1ccc(c2)Br)C3=C(C(=O)NC3=O)c4coc5c4ccc(c5)CO,IC50,=,337,nM,6.47237009912866
CCCCOc1c(c[nH]c-2nncc12)S(=O)c3ccccc3,IC50,=,340,nM,6.46852108295774
CC(=O)Nc1ncc(s1)SCC(=O)OCc2ccccc2,IC50,=,340,nM,6.46852108295774
c1cc(c\2c(c1)NC(=O)/C2=C\c3c4c(c[nH]3)C(=O)NCC4)CCO,IC50,=,340,nM,6.46852108295774
c1cc(sc1)c2ccc3c(c2)[nH]nc3NC(=O)C4CC4,IC50,=,341,nM,6.4672456210075
Cn1c-2c(c(n1)C(=O)N)CCc3c2nc(nc3)Nc4cc(ccc4OC)N5CCN(CC5)C,IC50,=,347,nM,6.45967052520913
c1cc(ccc1C[C@@H](CNc2nnc(o2)c3ccc4cnccc4c3)N)C(F)(F)F,IC50,=,348,nM,6.45842075605342
CC(=O)Nc1ncc(s1)SCc2ncc(o2)c3ccccc3,IC50,=,350,nM,6.45593195564972
COc1cccc(c1C(=O)Nc2c[nH]nc2C(=O)NC3CCNCC3)F,IC50,=,350,nM,6.45593195564972
c1cc(ccc1Nc2cc(nc3n2ncn3)OC4CCCCC4)S(=O)(=O)N,IC50,=,350,nM,6.45593195564972
CC(C)c1ccccc1Nc2ncc3c(n2)-c4c(c(nn4C)C(=O)N)CC3,IC50,=,358,nM,6.44611697335613
